VOG	Allma1	Allomyces_arbuscula_Burma_1F	Allomyces_javanicus_California_12	Anasp1	Batde5	Blabri1	Blyhe1	Blyttiomyces_sp	Boothiomyces_macroporosum_PLAUS21	Borealophlyctis_nickersoniae_WJD170	Caecom1	Catan2	Caupr1	Caupr_SCcomb	Chyhya1	Chylag1	Chytri1	Chytriomyces_hyalinus_ARG085	Chytriomyces_hyalinus_ARG121	Chytriomyces_hyalinus_JEL0117	Chytriomyces_hyalinus_JEL0176	Chytriomyces_hyalinus_JEL0345	Cladochytrium_tenue_C_tenue	Clapol1_1	Clarep1_1	Dinochytrium_kinnereticum_KLL_TL_06062013	Enthel1	Entophlyctis_luteolus_JEL0120	Entophlyctis_luteolus_JEL0129	Entophlyctis_sp	Fimjon1	Gaertneriomyces_sp	Gaesem1	Ganpr1	Geranomyces_michiganensis_JEL0563	Geranomyces_variabilis_JEL0379	Geranomyces_variabilis_JEL0389	Geranomyces_variabilis_JEL0566	Geranomyces_variabilis_JEL0567	Gervar1	Glopol1	Gorhay1	Hompol1	Hyacur1	Irineochytrium_annulatum_JEL0729	Kappamyces_sp	Lobulomyces_angularis_JEL0522	Lobulomyces_sp	Neosp1	Nowakowskiella_sp	Obemuc1	Orpsp1_1	Paranamyces_uniporus_JEL0695	Paraphysoderma_sedebokerense_JEL0847	Parsed1	Phlyctochytrium_bullatum_JEL0754	Phlyctochytrium_planicorne_JEL0388	Physocladia_obscura_JEL0513	PirE2_1	Pirfi3	Podochytrium_sp	Polagg1_1	Powhir1	Quaeritorhiza_haematococci_JEL0916	Rhihy1	Rhizoclosmatium_hyalinus_JEL0917	Rhizophlyctis_rosea_JEL0318	Rhizophlyctis_rosea_JEL0764	Rhizophydium_sp	Siphonaria_sp	SmithFen_BAUOG	Spipu1	Thoreauomyces_humboldtii_JEL0095	Triarc1	Unknown_unknown_JEL0888
NCVOG4742	1.5e-11										1.4e-12		3.7e-12											7.7e-12	5.6e-13																																	5.4e-11				4.3e-11													
NCVOG4744	4.9e-11																																															1.6e-11																			5.8e-11	2.3e-12							
NCVOG4754	9.9e-11												3.9e-11											1.3e-11																																																			
NCVOG4758																																																										1.9e-12																	
NCVOG4767													8.4e-13											7.9e-11																								1.5e-12																											
NCVOG4768																																																						4.3e-13																					
NCVOG4778																																																1e-16																											
NCVOG4780				4.9e-11							1.3e-11		1.4e-13														2.5e-12																						2.3e-14		7.4e-16								1.2e-17	5.6e-11					2.4e-11										
NCVOG4784													3.5e-11																																																														
NCVOG4787																																																1.1e-12										1.3e-14																	
NCVOG4795																																													1.1e-15			1.4e-13																											
NCVOG4796																																																1e-13																											
NCVOG4800																																																										3.2e-11																	
NCVOG4804	1.1e-29	1e-29	1.9e-19	5.7e-27	1.1e-27	8.2e-26	1.5e-11		1.5e-26	3.9e-14	1.5e-20	1.4e-18	4.5e-26	9.6e-26	1.6e-29	1.5e-22	1.1e-28	1.1e-35	1.2e-28	1.1e-29	1.6e-29	1.7e-44	3.3e-25	3.1e-26	3.6e-13	3.5e-20	1.6e-27		1e-32	1.6e-37	1.7e-20	1.2e-24	1.4e-22		3.8e-20	2e-18	6.3e-24	1.4e-18	8.5e-24	2.4e-20	1.8e-28	1.1e-20	6.1e-27	1.4e-22	1.1e-30	2.6e-11	2.3e-13	3e-25	1e-26	2.4e-13	1.2e-28	3e-23	1.1e-11	1.1e-20	5.4e-12	8.9e-27	4.9e-24	2e-24	8.7e-27	1.2e-27	1.7e-17	1.3e-29	5.8e-28	9.2e-29	1.2e-29	1.7e-12	1.2e-20	1.4e-19	1.2e-26	1.2e-12		3.2e-27	4.9e-24	1.5e-26	2.7e-23
NCVOG4807																																													1.1e-12																												1.7e-12		
NCVOG4812																						9.7e-11									1.3e-16																																												
NCVOG4814													1.4e-12																																			2.9e-12	1.2e-11					1e-11			3.3e-12		5.6e-12			5.6e-11			3.2e-14				3e-12						
NCVOG4815																																													7.7e-11																														
NCVOG4836																																																										1.4e-11																	
NCVOG4844																																																									1.3e-11																		
NCVOG4845									1.9e-28	1.2e-13							1.3e-13			1.6e-14				4.1e-11	2.2e-18				8.5e-15	9.9e-16	1.2e-11	3.4e-12	5.5e-13	1.2e-13	1.7e-14	1.2e-23	3.5e-15	1.5e-24	2.6e-20	7.3e-16	1.6e-13	2.7e-12		1.1e-13	2e-31	1.3e-18				2.3e-15			4.4e-37	2.8e-11		4e-18	1e-15						1.2e-14		1.4e-16	1.9e-15	1.1e-12	1.6e-11	1.2e-13	6e-11		1.1e-12	3.5e-13		1.4e-15
NCVOG4851																																																1e-11																											
NCVOG4856													3.1e-12											1.4e-11																																																			
NCVOG4865		3.7e-11																																											3.4e-11						1.2e-11																						2.1e-11		
NCVOG4870																																													8.8e-29																			1.3e-11											
NCVOG4874	1.9e-67	2e-38	3.4e-29	8.2e-16	1e-44	2.6e-16	1.7e-23		1.5e-76	1.2e-60		1.2e-43	9e-62		5.4e-24	3.3e-13	2.2e-18	1.6e-67	4.1e-74	5.3e-11	1e-11	5.3e-18	6.5e-29	2.3e-21	2.8e-40	2.7e-17	5.8e-54		1.1e-27	2.5e-35	3e-18	4.9e-62	2.3e-72	1.1e-17	1.3e-34	2e-62	1.4e-41	3e-65	1.3e-64	1.4e-42	2.9e-17	5.8e-53	1.2e-45	4e-25	1.6e-74	1.3e-37	1e-26	3.4e-27	1e-15	1.9e-51	2.2e-19	4.3e-16	1.3e-14	1.2e-22	1.8e-19	1.2e-12	1.5e-11	3.5e-55	8.6e-16	4.6e-17	7.7e-21	2.4e-44	1.4e-36	1.6e-46		6.5e-12	1.5e-87	2.1e-47	1.1e-38	1.1e-11	3.9e-21	2.6e-21	1.2e-46	6.3e-18	1.7e-43
NCVOG4876																																																													2.8e-11														
NCVOG4877	2.6e-11												2.3e-12														1.4e-12																		1.2e-11						2.7e-12							1.1e-17															1.1e-12		
NCVOG4881																													8.3e-22								1.1e-11	1.7e-11		9.3e-13					7e-15													5.3e-15							3.7e-14	1.4e-18						1.6e-11			
NCVOG4882	2.2e-13	1.8e-25	3.2e-13	5.8e-22	3.9e-24	2.8e-14			9e-29	2e-31	3.6e-22	1.3e-26	1.2e-13	1.3e-23		1.2e-30							1.3e-31			5.9e-38	4.2e-29		1.2e-11	8.4e-28	1.1e-31	3.2e-27	1.2e-30		5.5e-22	2.2e-11	8.7e-24	2.1e-23	4.3e-23	1.3e-24	5e-25	7.8e-14		7.9e-16	1.1e-15	4.4e-25			2.7e-23	1.2e-41		1.9e-23	1.2e-26	2.8e-26	1.1e-24	6.1e-27	9.8e-24	1.4e-24	2.1e-22	6.4e-24		1.3e-27	5.4e-24					5.6e-23	2.3e-24			2.3e-21	4e-24	1.6e-24	
NCVOG4883	1.1e-36	3.5e-36	1.9e-34	2.5e-31	3.9e-26	7.3e-27	2.2e-23		1.2e-29	1.4e-43	1.8e-38	5.3e-26	3.9e-41	1.4e-40	2.5e-30		2.4e-30	1.4e-42	5.3e-29	2.4e-30	3.4e-28	4.2e-40	4.2e-23	3.9e-26	2.2e-22	1.3e-20	5.7e-26		2e-51	1.7e-51	7.8e-25	1.5e-37	2e-34	2.6e-13	4.7e-20	7e-20	1.6e-22	4.5e-22	5.4e-22	2.5e-21	4.8e-34	1.7e-24	2.1e-21	1.3e-22	1.3e-16	5.4e-56	5.1e-15	2e-15	1.5e-37	1.1e-12	2.1e-32	3.6e-39	2.1e-34	5.8e-30	5.9e-21	1.2e-13	2.8e-14	7.7e-37	2.1e-38	1.5e-39	2.2e-41	2e-39	1.6e-32	5.1e-19	2.5e-38	2.4e-47	1.3e-27	3.1e-17	1.1e-24	3e-48		9.4e-15	4.5e-16	1.4e-28	1.5e-34
NCVOG4884										2.6e-14															3.4e-16	3.1e-12								8.9e-15				8e-21						6.4e-15	9.8e-23					1.1e-11						1.2e-14					8e-11	2.1e-19					1.8e-15	2.2e-50							
NCVOG4890	1.6e-12											9.6e-14															2.4e-11																																																
NCVOG4894																																							6.3e-11	1e-11																													7.9e-11						
NCVOG4896				2.5e-11							1.9e-11		6.2e-14												1.5e-13																					2.3e-11			7.2e-13	1.3e-11									2.1e-11			2e-14													
NCVOG4901																																													1.1e-12																														
NCVOG4904	1.2e-11			2e-11			7.9e-12						1.8e-11											4.6e-14	1.5e-14																		2.9e-11						4.4e-12										1.4e-12	3.8e-11		3.6e-11			1.2e-11	4.2e-11		2.9e-11				7e-11			
NCVOG4907		1.4e-11											1.1e-11						6.1e-11					2.5e-13							2.4e-11				8.4e-13	1.1e-17		1.2e-15	1.4e-14	2.4e-12																1.6e-11	1.4e-11																4.9e-11		
NCVOG4917																																																																1.4e-11											
NCVOG4944																																																									9.1e-12																		
NCVOG4966	7.4e-12			1.1e-16			2.5e-11		2.2e-15						2.2e-14	1.7e-14	1.5e-18			1.5e-13	1.3e-11			1.1e-19	1.1e-18	5.5e-11					1.8e-12	3.4e-11		4.6e-12	1.8e-18	5.3e-17	1.1e-17	7.7e-12	1.2e-16	2e-11	3.8e-11	1.1e-11	1e-10	4.7e-11	2.2e-11					2.3e-11	7.2e-12		4.3e-13	9.3e-17		1.4e-12	2.3e-19		1.1e-13	1.2e-17		1.5e-11	1.1e-11	1.2e-13	1.7e-12	4.4e-13	2.2e-25	1.6e-20	1.3e-11	3.6e-20				3.8e-12	7.4e-13
NCVOG4979										3.1e-12																																																1.4e-11																	
NCVOG4988																																					2.2e-12							1.1e-30	2.6e-13																											2.4e-18			
NCVOG4990																																													1.5e-12																														
NCVOG4997				1.3e-13																																													1.1e-12										1.3e-13	1.2e-12															
NCVOG5007																																																																			4.9e-14								
NCVOG5009																																																																			2.5e-11						7.3e-12		
NCVOG5020																																																																1.5e-13			2.8e-13								
NCVOG5031				1.4e-14																																													7.5e-12					9.1e-12					1.2e-11			1.8e-13							4.9e-13						
NCVOG5034	1.9e-11			2.4e-16					3e-20																							9.5e-12																	1.2e-12					6.9e-16					1.2e-12	1.9e-19									1.3e-11						
NCVOG5037																																													1.3e-12																														
NCVOG5053															9.7e-11							2.7e-11											2.4e-11																																										
NCVOG5057																													5.3e-24																1.7e-23																								5.1e-25						
NCVOG5062																								8.2e-11	4.5e-11													2.3e-11																																					
NCVOG5072																																																																				8e-11							
NCVOG5073				5.2e-11																											1.7e-24																		1.1e-11										8.5e-13	6.7e-16															
NCVOG5078									7.7e-11																																1.8e-12					3.3e-11																							1.4e-11						
NCVOG5081																																													1.4e-22			1.2e-25		1.6e-12																			1.8e-13				1.5e-12		
NCVOG5094															2e-13	1.4e-13								3.9e-11							1.1e-26												6.1e-11		1.1e-15						2.8e-15								1e-11	2.4e-11		8.4e-11	2.8e-12				5.4e-15		1.1e-13						
NCVOG5095																																																					1.5e-13																						
NCVOG5100																								2.5e-11																																								1.7e-22											
NCVOG5101				4.1e-11																																																																							
NCVOG5103	1.2e-11	1.3e-12		1.1e-17	1.1e-11	2e-14	1.3e-13		3e-12	1.2e-15	1.1e-13	1.7e-17	1.1e-11	1.4e-12	1.9e-12	1.3e-12	1e-11	1.1e-18	1.3e-11	1.8e-25	1.1e-17	1.7e-11	2.8e-14	3.2e-20	1.4e-21	3.2e-11	1.1e-17		1.3e-13		1.3e-19	8.5e-14		1.3e-26	2.5e-11	3.3e-12	1.5e-13	9.2e-12	5.9e-16	1.9e-23	1.3e-13	1.3e-13	2.6e-12	2.2e-11	1.1e-15	3.8e-15		1.1e-15	1.1e-15	1.1e-15	1.1e-11	2.9e-15	1.2e-27		1.8e-11	1.1e-19	3.1e-11	1.5e-17	1.4e-20	1.3e-13	8e-11	1.2e-16	2.2e-15	1.1e-16	1.1e-12	1.5e-18	1.1e-13	1.1e-11	1.2e-12	3.1e-12	7.5e-14	1.1e-11	1.1e-15	3.2e-14	1.9e-12
NCVOG5117	1.1e-13	1.2e-13		1.4e-14	1.1e-12	1.3e-12		3.4e-11			1.1e-14	1.1e-26	1.1e-11		1.4e-20	1.1e-12	1.1e-16	1.1e-17	1.5e-18	2.2e-16	1.8e-15	3.3e-15		1.1e-12	1.1e-17		1.2e-20	1.1e-11			1.1e-12	2.3e-11	1.1e-14	1.2e-17	1.1e-14	1.1e-18	1.6e-12	1.3e-12	1.3e-16	1.1e-12	1.1e-16		2e-13			1.2e-13	1.4e-12	4.2e-13	1.1e-13	6.2e-11	1.1e-12		1.3e-17		1.3e-12		1.1e-13		1.2e-11	1.1e-13		1.1e-11	1.5e-17		1.1e-12	6e-12			2.2e-11		1.1e-11	1.7e-12	1.7e-13	1.4e-13	
NCVOG5120																																													2.1e-12																														
NCVOG5123																																																7.7e-11																											
NCVOG5128																																													1.2e-12													1.1e-11									1.7e-11						1.1e-12		
NCVOG5130											1.6e-11				1.7e-12																														9.6e-11				4.4e-11										3.5e-12	2.7e-11									1.1e-12			6e-17			
NCVOG5135																																																1.1e-11		1e-11								1.8e-15									1.1e-11						1.1e-11		
NCVOG5160																																																																				2.3e-11	5.2e-12						
NCVOG5162																													9.4e-17	5.5e-13																					1.1e-11									1.1e-12											2.1e-11				
NCVOG5185																																																																					9.2e-11						
NCVOG5195																																													2.2e-11			1.8e-14																			2.1e-12								
NCVOG5199																																																											6.6e-12																
NCVOG5201																															2.9e-11																																												
NCVOG5214																																																2.5e-12																											
NCVOG5229				3e-17																																																							3e-11																
NCVOG5235																																																																			1.1e-13								
NCVOG5238																																																												1.2e-11															
NCVOG5245								6.2e-11	6.7e-13						5.6e-11									3.6e-11			6.3e-11						2.9e-11																		5.5e-11						3.4e-11														2.3e-11				
NCVOG5256																																																9.8e-13																											
NCVOG5260																																		3.2e-12																																									
NCVOG5262									4.1e-11																																																3.2e-12																		
NCVOG5263																																																										2.1e-12																	
NCVOG5265																																													5e-12																												1.2e-15		
NCVOG5269																																													9.3e-11																												5.2e-13		
NCVOG5270																																																6.6e-23																											
NCVOG5278																																																										7.7e-13									6.3e-11								
NCVOG5280																																																1.4e-13										1.6e-13																	
NCVOG5283											3.2e-11		1.7e-11												1.6e-12																					5.7e-11				3.2e-15												3.6e-12						7.8e-14							
NCVOG5301					4.1e-11		1e-12			1.1e-12						1.5e-12						1.7e-11		1.2e-12			3.7e-11						2e-12																								1.3e-11	9.5e-15						6.1e-11			3.8e-11						1.6e-22		5.3e-11
NCVOG5323																																													1.1e-11			1e-12																									1.1e-11		
NCVOG5337																																													1.1e-13													1.7e-11															3.6e-12		
NCVOG5338																																																8.4e-12																			1.3e-13								
NCVOG5341										1.1e-12														8.9e-11																																		1.1e-11																	
NCVOG5350																					3.7e-11																																																						
NCVOG5369									9.4e-15																						4.9e-13											6.1e-14											1.4e-11																1.1e-12	6.6e-11					
NCVOG5370				4.9e-13						3e-22	3.5e-14																						1.5e-12																																				1.6e-13						
NCVOG5391																																																																					1.7e-12						
NCVOG5392																																													1.6e-13																														
NCVOG5415																																																3.1e-11																									1.5e-11		
NCVOG5421																								3e-16							1.4e-12																		6.4e-11																										
NCVOG5422										4.9e-13																																																						1.3e-12											
NCVOG5431										5.9e-11																																																																	
NCVOG5435																								2.1e-15																																								2e-11											
NCVOG5439																															3.7e-11																												1.5e-12	8.9e-11							1.6e-15								
NCVOG5443																									4.4e-12																																			1.1e-11															
